,SalePrice
963,71863.931
964,72084.826
965,71898.348
966,71298.192
967,71739.009
968,71963.248
969,71967.648
970,71946.648
971,71882.348
972,71953.048
973,71974.048
974,71865.509
975,72031.67
976,72026.248
977,72071.77
978,71549.349
979,71552.794
980,58131.046
981,70915.193
982,71377.672
983,71413.777
984,58991.998
985,70956.976
986,58833.148
987,71473.194
988,71500.994
989,70911.093
990,71253.055
991,70850.476
992,71488.694
993,71520.416
994,60076.99
995,71565.694
996,71471.294
997,71318.055
998,71514.21
999,71474.872
1000,71499.777
1001,71392.877
1002,71548.394
1003,71360.777
1004,71552.547
1005,72055.748
1006,58725.294
1007,58909.894
1008,58135.946
1009,71586.65
1010,71130.19
1011,71008.593
1012,71606.416
1013,70830.789
1014,71871.77
1015,59767.764
1016,71922.731
1017,71835.648
1018,71415.93
1019,72044.581
1020,72000.753
1021,71745.131
1022,72016.17
1023,72002.848
1024,71863.209
1025,71799.526
1026,71580.993
1027,71824.331
1028,71732.026
1029,71736.526
1030,60111.39
1031,72511.333
1032,71921.348
1033,71473.647
1034,59299.349
1035,72549.106
1036,72026.248
1037,71976.048
1038,59257.749
1039,71716.092
1040,71963.248
1041,60025.49
1042,59025.364
1043,71399.647
1044,71825.981
1045,72623.183
1046,72707.183
1047,72623.183
1048,72642.783
1049,72431.561
1050,72452.561
1051,72453.961
1052,71916.286
1053,72649.327
1054,72271.006
1055,72375.128
1056,72234.306
1057,72194.689
1058,72341.95
1059,72382.05
1060,72452.561
1061,72469.761
1062,72528.628
1063,72490.206
1064,72517.689
1065,72378.589
1066,72524.133
1067,72669.228
1068,72421.728
1069,72391.606
1070,72551.661
1071,72431.561
1072,72452.561
1073,72606.983
1074,72469.761
1075,72400.75
1076,72341.95
1077,72452.561
1078,72453.961
1079,72431.561
1080,72431.561
1081,72452.561
1082,71984.148
1083,71303.947
1084,71332.147
1085,71518.552
1086,71631.215
1087,71823.748
1088,71769.548
1089,72080.603
1090,71408.694
1091,71845.548
1092,59113.708
1093,58923.604
1094,71881.748
1095,71914.631
1096,71296.947
1097,59730.516
1098,72558.989
1099,71967.938
1100,72323.811
1101,60629.348
1102,71846.021
1103,72313.189
1104,72572.239
1105,72414.206
1106,72520.689
1107,72683.039
1108,72571.728
1109,71897.857
1110,72271.006
1111,71973.274
1112,72432.811
1113,72392.561
1114,71548.999
1115,70933.96
1116,71218.389
1117,71044.993
1118,71046.893
1119,58057.198
1120,71413.794
1121,71036.026
1122,72081.007
1123,71883.953
1124,72016.203
1125,71825.981
1126,71840.348
1127,71971.726
1128,71884.626
1129,72399.061
1130,72515.833
1131,72458.461
1132,72550.594
1133,72306.706
1134,72455.239
1135,72686.183
1136,72469.761
1137,72581.706
1138,72801.705
1139,71654.674
1140,71518.949
1141,71403.072
1142,71485.994
1143,71405.906
1144,71345.655
1145,71900.031
1146,72001.397
1147,70936.941
1148,71823.431
1149,71879.376
1150,59915.868
1151,71616.809
1152,71787.753
1153,71899.27
1154,72115.37
1155,71918.526
1156,72172.07
1157,71863.226
1158,71990.77
1159,72434.628
1160,72422.039
1161,72459.25
1162,72437.461
1163,72629.083
1164,72452.561
1165,72442.433
1166,72446.35
1167,72564.117
1168,72802.628
1169,72692.083
1170,72684.783
1171,72802.628
1172,72606.983
1173,72657.561
1174,72521.55
1175,72352.211
1176,72756.483
1177,72431.561
1178,72514.184
1179,72446.689
1180,71967.648
1181,71489.838
1182,71489.794
1183,71494.194
1184,71489.794
1185,71489.794
1186,71441.177
1187,72464.728
1188,72053.77
1189,72510.706
1190,72443.728
1191,72684.783
1192,72623.183
1193,72705.783
1194,72692.083
1195,72686.183
1196,72538.083
1197,72432.961
1198,72623.183
1199,72791.305
1200,72623.183
1201,72791.305
1202,72659.983
1203,72599.683
1204,72789.905
1205,72599.683
1206,72431.561
1207,72452.561
1208,72453.961
1209,72623.183
1210,72452.561
1211,72432.961
1212,72471.161
1213,72110.907
1214,72453.961
1215,72432.961
1216,72390.328
1217,72791.528
1218,72621.783
1219,72621.783
1220,72661.383
1221,72684.783
1222,72907.75
1223,72608.366
1224,72654.883
1225,72431.561
1226,72621.783
1227,72457.061
1228,72452.561
1229,72736.828
1230,72452.561
1231,71741.171
1232,71848.381
1233,71698.171
1234,71846.981
1235,71846.981
1236,71716.531
1237,71881.592
1238,71793.964
1239,71846.981
1240,71810.248
1241,72035.148
1242,71420.794
1243,71868.331
1244,71954.331
1245,71828.009
1246,72036.848
1247,71949.831
1248,59763.934
1249,71911.726
1250,72785.255
1251,72895.183
1252,72536.683
1253,72557.683
1254,72546.361
1255,72490.761
1256,72498.144
1257,72431.561
1258,72411.711
1259,72717.75
1260,72016.27
1261,71968.77
1262,71957.17
1263,72028.77
1264,71947.248
1265,72057.148
1266,71806.031
1267,72089.97
1268,72011.77
1269,71973.231
1270,71914.631
1271,71861.109
1272,71823.148
1273,71830.531
1274,72011.77
1275,71889.231
1276,71914.631
1277,71907.326
1278,72085.57
1279,72074.77
1280,71841.531
1281,72098.87
1282,72065.153
1283,71873.07
1284,71951.27
1285,71835.253
1286,72005.248
1287,71834.609
1288,72009.648
1289,71963.153
1290,71955.67
1291,72425.881
1292,71805.026
1293,71584.735
1294,71930.726
1295,71220.347
1296,59233.538
1297,71892.848
1298,71692.637
1299,71904.226
1300,72002.248
1301,71888.27
1302,71876.17
1303,71923.026
1304,71863.004
1305,72020.748
1306,59858.08
1307,71893.271
1308,71969.648
1309,71972.148
1310,71919.131
1311,71984.393
1312,71497.005
1313,71552.794
1314,58357.75
1315,71476.794
1316,71581.716
1317,58240.646
1318,58334.326
1319,58813.294
1320,70971.593
1321,71543.416
1322,70971.593
1323,71554.194
1324,71529.277
1325,71021.593
1326,71403.155
1327,71017.793
1328,70941.193
1329,58228.998
1330,71552.794
1331,58089.894
1332,59825.698
1333,71624.727
1334,71466.894
1335,71367.647
1336,71488.594
1337,71568.194
1338,70671.076
1339,58174.698
1340,70828.493
1341,71728.22
1342,71876.626
1343,71995.17
1344,60043.69
1345,71460.047
1346,71735.026
1347,72041.848
1348,71868.109
1349,71853.631
1350,71928.831
1351,71881.931
1352,71771.848
1353,71787.548
1354,59354.449
1355,72457.606
1356,72513.528
1357,71961.131
1358,72555.261
1359,71995.17
1360,59983.69
1361,71486.669
1362,71889.004
1363,71913.631
1364,71871.67
1365,71902.748
1366,72020.748
1367,71844.186
1368,72254.969
1369,72572.272
1370,72453.961
1371,72494.561
1372,72707.183
1373,72453.961
1374,72432.961
1375,72453.961
1376,72216.617
1377,72375.128
1378,72431.561
1379,72411.328
1380,72452.561
1381,72431.561
1382,72297.106
1383,72723.05
1384,72467.989
1385,72490.761
1386,72279.217
1387,72599.361
1388,72452.561
1389,72623.183
1390,72338.339
1391,72544.35
1392,72432.961
1393,72033.107
1394,72452.561
1395,72452.561
1396,72453.961
1397,72418.039
1398,71710.026
1399,72108.893
1400,71822.026
1401,71994.103
1402,71171.592
1403,71825.981
1404,71408.694
1405,71386.505
1406,71930.726
1407,71254.619
1408,60102.49
1409,71956.631
1410,59219.408
1411,59369.949
1412,59107.171
1413,71967.731
1414,58971.798
1415,71770.231
1416,72009.948
1417,72068.138
1418,71915.526
1419,60069.69
1420,72016.421
1421,72570.728
1422,72727.861
1423,72600.433
1424,72556.211
1425,72817.95
1426,58217.55
1427,71645.899
1428,58000.723
1429,70918.576
1430,71548.394
1431,58229.398
1432,58781.031
1433,58314.68
1434,72189.373
1435,72081.007
1436,71716.048
1437,71748.626
1438,71909.981
1439,71932.126
1440,72457.606
1441,72456.639
1442,72623.183
1443,72686.183
1444,70639.089
1445,71800.393
1446,71327.694
1447,71783.148
1448,72101.948
1449,71416.406
1450,71415.372
1451,71801.848
1452,71403.072
1453,71352.889
1454,71405.906
1455,71403.072
1456,71727.626
1457,71789.776
1458,72049.692
